event_id,timestamp,campaign_id,campaign_name,format,event_type,cost,revenue
EVT_734554,2026-07-30 02:14:15,CMP_102,Tech Gadgets Launch,CTV,impression,0.0065,0.0
EVT_518372,2026-07-31 01:47:47,CMP_102,Tech Gadgets Launch,CTV,impression,0.0091,0.0
EVT_511368,2026-07-29 00:07:23,CMP_101,Summer Apparel,OLV,impression,0.0051,0.0
EVT_114605,2026-07-29 05:45:38,CMP_103,B2B SaaS Trial,Display,impression,0.0091,0.0
EVT_323583,2026-07-30 08:59:29,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_946380,2026-07-29 17:21:25,CMP_101,Summer Apparel,OLV,impression,0.0085,0.0
EVT_898966,2026-07-30 12:06:18,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_684331,2026-07-29 16:17:05,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_177026,2026-07-30 07:32:13,CMP_103,B2B SaaS Trial,Display,impression,0.003,0.0
EVT_597388,2026-07-29 23:01:08,CMP_102,Tech Gadgets Launch,CTV,impression,0.0107,0.0
EVT_610003,2026-07-30 17:36:43,CMP_101,Summer Apparel,OLV,impression,0.0035,0.0
EVT_303101,2026-07-29 11:01:52,CMP_101,Summer Apparel,OLV,impression,0.012,0.0
EVT_754530,2026-07-29 18:44:15,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_679941,2026-07-29 09:18:45,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_352047,2026-07-31 04:37:04,CMP_102,Tech Gadgets Launch,CTV,impression,0.0024,0.0
EVT_457080,2026-07-28 20:38:16,CMP_102,Tech Gadgets Launch,CTV,click,0.0,0.0
EVT_540361,2026-07-31 15:36:33,CMP_102,Tech Gadgets Launch,CTV,impression,0.0085,0.0
EVT_290863,2026-07-29 20:07:25,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_338344,2026-07-31 17:23:37,CMP_102,Tech Gadgets Launch,CTV,q4_100,0.0,0.0
EVT_400754,2026-07-29 02:55:16,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_234264,2026-07-30 21:48:58,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_174125,2026-07-31 12:37:39,CMP_103,B2B SaaS Trial,Display,impression,0.0131,0.0
EVT_957510,2026-07-30 03:07:32,CMP_103,B2B SaaS Trial,Display,impression,0.0113,0.0
EVT_568013,2026-07-30 16:54:22,CMP_101,Summer Apparel,OLV,impression,0.0038,0.0
EVT_236262,2026-07-31 05:22:12,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_672874,2026-07-29 20:15:27,CMP_101,Summer Apparel,OLV,impression,0.0099,0.0
EVT_256859,2026-07-31 13:14:15,CMP_103,B2B SaaS Trial,Display,impression,0.0136,0.0
EVT_560058,2026-07-30 19:47:54,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_786389,2026-07-28 22:02:45,CMP_101,Summer Apparel,OLV,impression,0.0049,0.0
EVT_197084,2026-07-30 14:10:58,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_672116,2026-07-29 22:35:06,CMP_101,Summer Apparel,OLV,impression,0.012,0.0
EVT_226325,2026-07-30 02:06:49,CMP_103,B2B SaaS Trial,Display,impression,0.0083,0.0
EVT_572504,2026-07-29 09:12:54,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_220083,2026-07-31 06:51:07,CMP_102,Tech Gadgets Launch,CTV,impression,0.0142,0.0
EVT_484115,2026-07-31 16:02:24,CMP_102,Tech Gadgets Launch,CTV,impression,0.0144,0.0
EVT_608932,2026-07-30 03:36:59,CMP_102,Tech Gadgets Launch,CTV,impression,0.0036,0.0
EVT_868240,2026-07-29 11:14:47,CMP_102,Tech Gadgets Launch,CTV,impression,0.0053,0.0
EVT_630369,2026-07-29 04:09:15,CMP_103,B2B SaaS Trial,Display,q4_100,0.0,0.0
EVT_781912,2026-07-30 03:58:13,CMP_101,Summer Apparel,OLV,impression,0.0044,0.0
EVT_718399,2026-07-31 13:15:18,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_292101,2026-07-29 20:57:49,CMP_101,Summer Apparel,OLV,impression,0.002,0.0
EVT_663436,2026-07-31 13:22:10,CMP_102,Tech Gadgets Launch,CTV,impression,0.0133,0.0
EVT_793948,2026-07-29 13:12:00,CMP_101,Summer Apparel,OLV,impression,0.0068,0.0
EVT_358030,2026-07-30 09:26:27,CMP_102,Tech Gadgets Launch,CTV,q3_75,0.0,0.0
EVT_981779,2026-07-30 20:37:57,CMP_102,Tech Gadgets Launch,CTV,impression,0.0108,0.0
EVT_726429,2026-07-30 16:03:20,CMP_102,Tech Gadgets Launch,CTV,impression,0.0027,0.0
EVT_236630,2026-07-29 18:47:26,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_616138,2026-07-31 14:21:03,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_524372,2026-07-30 23:59:12,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_618986,2026-07-30 03:32:42,CMP_101,Summer Apparel,OLV,impression,0.0145,0.0
EVT_565055,2026-07-30 10:08:30,CMP_103,B2B SaaS Trial,Display,impression,0.0093,0.0
EVT_779332,2026-07-31 10:43:47,CMP_101,Summer Apparel,OLV,impression,0.0047,0.0
EVT_449911,2026-07-30 22:07:13,CMP_103,B2B SaaS Trial,Display,impression,0.0028,0.0
EVT_363387,2026-07-30 18:42:33,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_376573,2026-07-29 03:26:44,CMP_102,Tech Gadgets Launch,CTV,impression,0.0061,0.0
EVT_748203,2026-07-29 22:12:49,CMP_102,Tech Gadgets Launch,CTV,impression,0.0131,0.0
EVT_159303,2026-07-29 19:56:06,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_877585,2026-07-29 20:36:26,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_688121,2026-07-29 21:39:51,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_116421,2026-07-29 06:50:53,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_389186,2026-07-29 23:12:52,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_385384,2026-07-28 23:40:52,CMP_102,Tech Gadgets Launch,CTV,impression,0.0122,0.0
EVT_808266,2026-07-31 12:59:37,CMP_102,Tech Gadgets Launch,CTV,impression,0.0146,0.0
EVT_540278,2026-07-29 15:26:32,CMP_103,B2B SaaS Trial,Display,impression,0.0128,0.0
EVT_847344,2026-07-30 22:13:24,CMP_103,B2B SaaS Trial,Display,impression,0.0132,0.0
EVT_208616,2026-07-31 07:05:32,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_716532,2026-07-29 08:48:29,CMP_103,B2B SaaS Trial,Display,q3_75,0.0,0.0
EVT_431287,2026-07-30 13:04:07,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_590525,2026-07-29 01:01:22,CMP_102,Tech Gadgets Launch,CTV,impression,0.0136,0.0
EVT_742976,2026-07-29 22:25:39,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_804457,2026-07-30 01:22:14,CMP_102,Tech Gadgets Launch,CTV,impression,0.0102,0.0
EVT_414556,2026-07-30 04:15:06,CMP_103,B2B SaaS Trial,Display,impression,0.0148,0.0
EVT_729881,2026-07-30 11:58:57,CMP_102,Tech Gadgets Launch,CTV,impression,0.0091,0.0
EVT_261645,2026-07-31 18:11:45,CMP_103,B2B SaaS Trial,Display,q4_100,0.0,0.0
EVT_976822,2026-07-30 11:46:34,CMP_102,Tech Gadgets Launch,CTV,impression,0.0081,0.0
EVT_647677,2026-07-30 10:25:46,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_760520,2026-07-30 01:35:36,CMP_102,Tech Gadgets Launch,CTV,impression,0.0049,0.0
EVT_885549,2026-07-31 06:39:07,CMP_101,Summer Apparel,OLV,impression,0.0062,0.0
EVT_845715,2026-07-29 13:40:19,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_846209,2026-07-28 21:44:16,CMP_101,Summer Apparel,OLV,impression,0.0059,0.0
EVT_541095,2026-07-31 14:58:47,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_678423,2026-07-29 15:37:52,CMP_101,Summer Apparel,OLV,impression,0.0045,0.0
EVT_708854,2026-07-28 22:12:51,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_797936,2026-07-31 11:01:37,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_250737,2026-07-30 21:05:04,CMP_101,Summer Apparel,OLV,impression,0.0137,0.0
EVT_818742,2026-07-29 23:19:35,CMP_103,B2B SaaS Trial,Display,impression,0.0021,0.0
EVT_749483,2026-07-29 17:18:34,CMP_103,B2B SaaS Trial,Display,impression,0.0026,0.0
EVT_499442,2026-07-30 21:29:50,CMP_103,B2B SaaS Trial,Display,impression,0.0108,0.0
EVT_433934,2026-07-31 18:59:14,CMP_102,Tech Gadgets Launch,CTV,impression,0.0023,0.0
EVT_443733,2026-07-31 02:11:29,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_916192,2026-07-29 04:43:32,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_788659,2026-07-29 20:13:43,CMP_101,Summer Apparel,OLV,impression,0.0089,0.0
EVT_530996,2026-07-30 16:00:22,CMP_101,Summer Apparel,OLV,impression,0.0082,0.0
EVT_987665,2026-07-30 16:22:56,CMP_102,Tech Gadgets Launch,CTV,impression,0.0047,0.0
EVT_651753,2026-07-29 06:47:15,CMP_102,Tech Gadgets Launch,CTV,impression,0.0119,0.0
EVT_296960,2026-07-29 20:58:59,CMP_102,Tech Gadgets Launch,CTV,q3_75,0.0,0.0
EVT_507060,2026-07-31 17:55:24,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_391182,2026-07-30 02:52:16,CMP_103,B2B SaaS Trial,Display,q3_75,0.0,0.0
EVT_206966,2026-07-30 01:22:57,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_558516,2026-07-29 02:23:26,CMP_102,Tech Gadgets Launch,CTV,impression,0.0108,0.0
EVT_861718,2026-07-31 10:20:00,CMP_101,Summer Apparel,OLV,impression,0.0095,0.0
EVT_548115,2026-07-29 01:28:22,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_352033,2026-07-30 16:01:26,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_207999,2026-07-30 06:30:59,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_948658,2026-07-31 19:32:31,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_471083,2026-07-30 14:57:26,CMP_102,Tech Gadgets Launch,CTV,impression,0.0138,0.0
EVT_385275,2026-07-31 04:02:34,CMP_103,B2B SaaS Trial,Display,impression,0.0022,0.0
EVT_804959,2026-07-29 05:30:11,CMP_102,Tech Gadgets Launch,CTV,impression,0.0103,0.0
EVT_325281,2026-07-30 06:06:49,CMP_102,Tech Gadgets Launch,CTV,impression,0.0074,0.0
EVT_519358,2026-07-31 01:30:45,CMP_103,B2B SaaS Trial,Display,impression,0.0089,0.0
EVT_539454,2026-07-29 21:39:42,CMP_103,B2B SaaS Trial,Display,conversion,0.0,59.61
EVT_114452,2026-07-28 21:06:31,CMP_103,B2B SaaS Trial,Display,q3_75,0.0,0.0
EVT_839165,2026-07-31 11:14:10,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_878071,2026-07-31 01:38:13,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_319121,2026-07-30 23:06:10,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_718027,2026-07-31 18:21:34,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_366493,2026-07-30 01:06:20,CMP_102,Tech Gadgets Launch,CTV,click,0.0,0.0
EVT_623616,2026-07-31 12:16:03,CMP_101,Summer Apparel,OLV,q4_100,0.0,0.0
EVT_471985,2026-07-29 13:37:14,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_202479,2026-07-29 06:08:55,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_326973,2026-07-29 16:33:28,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_534683,2026-07-30 16:17:12,CMP_103,B2B SaaS Trial,Display,impression,0.0059,0.0
EVT_557260,2026-07-29 00:30:49,CMP_103,B2B SaaS Trial,Display,impression,0.0092,0.0
EVT_806995,2026-07-29 18:47:46,CMP_102,Tech Gadgets Launch,CTV,impression,0.0104,0.0
EVT_760795,2026-07-30 06:16:27,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_761631,2026-07-29 18:23:10,CMP_102,Tech Gadgets Launch,CTV,impression,0.0106,0.0
EVT_180854,2026-07-31 10:31:42,CMP_101,Summer Apparel,OLV,impression,0.0094,0.0
EVT_647448,2026-07-30 09:05:15,CMP_101,Summer Apparel,OLV,impression,0.0089,0.0
EVT_390227,2026-07-29 22:10:22,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_552862,2026-07-31 11:00:55,CMP_103,B2B SaaS Trial,Display,impression,0.0049,0.0
EVT_369594,2026-07-29 00:14:03,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_741824,2026-07-29 12:26:09,CMP_102,Tech Gadgets Launch,CTV,impression,0.005,0.0
EVT_572507,2026-07-31 13:06:37,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_549151,2026-07-31 11:19:59,CMP_103,B2B SaaS Trial,Display,impression,0.0102,0.0
EVT_129475,2026-07-30 11:53:10,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_915544,2026-07-31 07:12:05,CMP_101,Summer Apparel,OLV,impression,0.0142,0.0
EVT_784868,2026-07-31 19:05:29,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_972935,2026-07-29 06:43:49,CMP_102,Tech Gadgets Launch,CTV,q3_75,0.0,0.0
EVT_981692,2026-07-30 04:11:31,CMP_103,B2B SaaS Trial,Display,impression,0.0094,0.0
EVT_362650,2026-07-30 15:38:44,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_575308,2026-07-31 02:02:36,CMP_101,Summer Apparel,OLV,impression,0.0028,0.0
EVT_214183,2026-07-29 11:02:02,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_163743,2026-07-30 06:54:56,CMP_102,Tech Gadgets Launch,CTV,click,0.0,0.0
EVT_415024,2026-07-31 17:48:07,CMP_101,Summer Apparel,OLV,impression,0.0114,0.0
EVT_424602,2026-07-29 02:07:00,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_795128,2026-07-31 14:33:35,CMP_102,Tech Gadgets Launch,CTV,impression,0.0041,0.0
EVT_167423,2026-07-29 11:04:29,CMP_102,Tech Gadgets Launch,CTV,impression,0.0032,0.0
EVT_924841,2026-07-29 15:15:24,CMP_102,Tech Gadgets Launch,CTV,impression,0.0103,0.0
EVT_778249,2026-07-31 12:40:55,CMP_101,Summer Apparel,OLV,click,0.0,0.0
EVT_420024,2026-07-31 02:45:19,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_416940,2026-07-31 20:24:43,CMP_103,B2B SaaS Trial,Display,impression,0.0115,0.0
EVT_664180,2026-07-31 04:46:11,CMP_103,B2B SaaS Trial,Display,q3_75,0.0,0.0
EVT_773196,2026-07-30 01:17:23,CMP_102,Tech Gadgets Launch,CTV,impression,0.0127,0.0
EVT_819185,2026-07-29 12:11:21,CMP_101,Summer Apparel,OLV,impression,0.0034,0.0
EVT_728869,2026-07-30 14:05:27,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_370176,2026-07-31 14:56:07,CMP_102,Tech Gadgets Launch,CTV,impression,0.0126,0.0
EVT_932239,2026-07-31 16:26:41,CMP_103,B2B SaaS Trial,Display,impression,0.0133,0.0
EVT_423775,2026-07-28 22:05:06,CMP_102,Tech Gadgets Launch,CTV,impression,0.0046,0.0
EVT_331964,2026-07-31 14:05:34,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_740044,2026-07-30 20:03:21,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_978525,2026-07-30 14:15:10,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_872360,2026-07-28 21:25:36,CMP_102,Tech Gadgets Launch,CTV,impression,0.0035,0.0
EVT_169826,2026-07-28 23:50:21,CMP_103,B2B SaaS Trial,Display,impression,0.0132,0.0
EVT_799399,2026-07-31 08:49:41,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_619296,2026-07-29 15:31:28,CMP_103,B2B SaaS Trial,Display,impression,0.0077,0.0
EVT_107532,2026-07-29 10:53:43,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_965040,2026-07-28 23:18:12,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_182052,2026-07-29 17:51:09,CMP_102,Tech Gadgets Launch,CTV,impression,0.0038,0.0
EVT_450412,2026-07-31 17:31:36,CMP_102,Tech Gadgets Launch,CTV,impression,0.0046,0.0
EVT_664101,2026-07-30 01:23:53,CMP_101,Summer Apparel,OLV,impression,0.012,0.0
EVT_341930,2026-07-30 15:08:50,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_958911,2026-07-29 03:33:15,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_473094,2026-07-30 01:05:28,CMP_101,Summer Apparel,OLV,impression,0.0112,0.0
EVT_754294,2026-07-29 09:12:15,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_692580,2026-07-30 08:27:11,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_635420,2026-07-30 00:07:48,CMP_101,Summer Apparel,OLV,impression,0.0141,0.0
EVT_862884,2026-07-30 15:48:30,CMP_102,Tech Gadgets Launch,CTV,impression,0.012,0.0
EVT_589960,2026-07-30 18:29:03,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_727259,2026-07-29 08:04:15,CMP_101,Summer Apparel,OLV,impression,0.0088,0.0
EVT_621705,2026-07-30 04:55:00,CMP_102,Tech Gadgets Launch,CTV,impression,0.0039,0.0
EVT_120011,2026-07-30 12:20:46,CMP_102,Tech Gadgets Launch,CTV,impression,0.0049,0.0
EVT_941270,2026-07-29 12:59:01,CMP_101,Summer Apparel,OLV,impression,0.0028,0.0
EVT_534298,2026-07-29 12:05:14,CMP_101,Summer Apparel,OLV,impression,0.0113,0.0
EVT_433904,2026-07-29 06:47:48,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_269507,2026-07-28 21:11:02,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_270928,2026-07-31 00:30:01,CMP_103,B2B SaaS Trial,Display,impression,0.0044,0.0
EVT_277578,2026-07-31 13:33:24,CMP_102,Tech Gadgets Launch,CTV,impression,0.0129,0.0
EVT_983266,2026-07-31 11:58:21,CMP_103,B2B SaaS Trial,Display,impression,0.0147,0.0
EVT_874963,2026-07-29 07:38:39,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_432665,2026-07-29 14:26:42,CMP_102,Tech Gadgets Launch,CTV,impression,0.0132,0.0
EVT_870565,2026-07-31 05:44:41,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_882505,2026-07-31 19:33:07,CMP_102,Tech Gadgets Launch,CTV,impression,0.0058,0.0
EVT_200754,2026-07-30 14:53:30,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_503147,2026-07-28 22:00:09,CMP_102,Tech Gadgets Launch,CTV,impression,0.0132,0.0
EVT_831745,2026-07-29 15:17:38,CMP_102,Tech Gadgets Launch,CTV,impression,0.0044,0.0
EVT_428277,2026-07-29 03:52:37,CMP_102,Tech Gadgets Launch,CTV,q3_75,0.0,0.0
EVT_179719,2026-07-30 04:36:18,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_566168,2026-07-30 17:25:54,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_496587,2026-07-29 12:59:43,CMP_102,Tech Gadgets Launch,CTV,conversion,0.0,71.68
EVT_757047,2026-07-31 15:27:03,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_985308,2026-07-30 04:19:33,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_358879,2026-07-31 12:19:45,CMP_101,Summer Apparel,OLV,impression,0.0047,0.0
EVT_713362,2026-07-29 10:34:49,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_564116,2026-07-30 16:49:17,CMP_101,Summer Apparel,OLV,impression,0.0042,0.0
EVT_616559,2026-07-30 18:22:04,CMP_102,Tech Gadgets Launch,CTV,impression,0.0116,0.0
EVT_907047,2026-07-31 10:38:23,CMP_103,B2B SaaS Trial,Display,impression,0.0083,0.0
EVT_408959,2026-07-29 19:02:15,CMP_101,Summer Apparel,OLV,impression,0.013,0.0
EVT_321260,2026-07-31 12:27:52,CMP_102,Tech Gadgets Launch,CTV,impression,0.0094,0.0
EVT_872243,2026-07-30 19:24:15,CMP_102,Tech Gadgets Launch,CTV,impression,0.0101,0.0
EVT_150403,2026-07-30 15:59:15,CMP_103,B2B SaaS Trial,Display,impression,0.0048,0.0
EVT_490351,2026-07-30 19:03:44,CMP_101,Summer Apparel,OLV,impression,0.0147,0.0
EVT_241289,2026-07-31 11:52:46,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_557575,2026-07-30 03:46:41,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_528805,2026-07-29 00:41:46,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_441740,2026-07-30 14:51:34,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_551417,2026-07-31 09:40:52,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_229860,2026-07-29 18:03:50,CMP_102,Tech Gadgets Launch,CTV,impression,0.0131,0.0
EVT_430437,2026-07-30 15:05:28,CMP_101,Summer Apparel,OLV,impression,0.0087,0.0
EVT_695983,2026-07-29 14:06:17,CMP_102,Tech Gadgets Launch,CTV,impression,0.0092,0.0
EVT_100922,2026-07-31 05:28:35,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_387227,2026-07-29 09:14:57,CMP_102,Tech Gadgets Launch,CTV,impression,0.0048,0.0
EVT_717628,2026-07-29 16:58:21,CMP_101,Summer Apparel,OLV,impression,0.0089,0.0
EVT_494639,2026-07-29 09:57:10,CMP_103,B2B SaaS Trial,Display,impression,0.0027,0.0
EVT_202137,2026-07-31 03:09:54,CMP_103,B2B SaaS Trial,Display,impression,0.0142,0.0
EVT_626243,2026-07-30 16:48:55,CMP_102,Tech Gadgets Launch,CTV,impression,0.0132,0.0
EVT_143739,2026-07-31 19:33:28,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_143512,2026-07-31 13:56:51,CMP_103,B2B SaaS Trial,Display,impression,0.0052,0.0
EVT_154248,2026-07-30 04:31:48,CMP_102,Tech Gadgets Launch,CTV,impression,0.0038,0.0
EVT_759563,2026-07-31 09:08:35,CMP_102,Tech Gadgets Launch,CTV,impression,0.0116,0.0
EVT_498301,2026-07-30 21:10:10,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_191414,2026-07-31 18:08:50,CMP_102,Tech Gadgets Launch,CTV,impression,0.0026,0.0
EVT_836375,2026-07-28 22:41:56,CMP_102,Tech Gadgets Launch,CTV,impression,0.0022,0.0
EVT_368842,2026-07-30 03:09:37,CMP_103,B2B SaaS Trial,Display,q3_75,0.0,0.0
EVT_120555,2026-07-31 00:38:31,CMP_102,Tech Gadgets Launch,CTV,impression,0.0113,0.0
EVT_367529,2026-07-30 03:11:31,CMP_102,Tech Gadgets Launch,CTV,impression,0.0036,0.0
EVT_719779,2026-07-30 02:15:42,CMP_101,Summer Apparel,OLV,impression,0.0032,0.0
EVT_637502,2026-07-28 23:03:56,CMP_102,Tech Gadgets Launch,CTV,impression,0.0119,0.0
EVT_131276,2026-07-31 04:10:03,CMP_103,B2B SaaS Trial,Display,impression,0.0103,0.0
EVT_432755,2026-07-29 11:15:33,CMP_103,B2B SaaS Trial,Display,q4_100,0.0,0.0
EVT_164844,2026-07-30 11:41:52,CMP_101,Summer Apparel,OLV,impression,0.0083,0.0
EVT_238007,2026-07-29 16:58:18,CMP_102,Tech Gadgets Launch,CTV,impression,0.0118,0.0
EVT_684681,2026-07-31 16:47:15,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_942736,2026-07-31 19:36:01,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_249614,2026-07-29 09:49:08,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_886762,2026-07-30 19:41:05,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_565789,2026-07-31 12:43:27,CMP_101,Summer Apparel,OLV,impression,0.0085,0.0
EVT_637301,2026-07-29 08:04:17,CMP_102,Tech Gadgets Launch,CTV,impression,0.0081,0.0
EVT_365030,2026-07-29 07:27:24,CMP_101,Summer Apparel,OLV,impression,0.0052,0.0
EVT_734697,2026-07-29 22:20:43,CMP_103,B2B SaaS Trial,Display,impression,0.0063,0.0
EVT_965341,2026-07-29 09:02:30,CMP_103,B2B SaaS Trial,Display,impression,0.0111,0.0
EVT_683790,2026-07-31 00:55:34,CMP_102,Tech Gadgets Launch,CTV,impression,0.0074,0.0
EVT_295311,2026-07-31 20:14:12,CMP_103,B2B SaaS Trial,Display,click,0.0,0.0
EVT_534316,2026-07-28 21:14:56,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_385758,2026-07-30 07:13:37,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_630337,2026-07-31 10:35:28,CMP_103,B2B SaaS Trial,Display,impression,0.0132,0.0
EVT_987903,2026-07-29 00:06:00,CMP_102,Tech Gadgets Launch,CTV,q3_75,0.0,0.0
EVT_765740,2026-07-30 11:10:44,CMP_103,B2B SaaS Trial,Display,click,0.0,0.0
EVT_392358,2026-07-29 06:18:08,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_974086,2026-07-29 06:33:28,CMP_103,B2B SaaS Trial,Display,impression,0.0062,0.0
EVT_970857,2026-07-31 14:18:59,CMP_101,Summer Apparel,OLV,q4_100,0.0,0.0
EVT_958313,2026-07-29 17:07:47,CMP_103,B2B SaaS Trial,Display,impression,0.0126,0.0
EVT_567167,2026-07-29 10:57:34,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_439139,2026-07-30 18:14:49,CMP_103,B2B SaaS Trial,Display,impression,0.0031,0.0
EVT_579932,2026-07-30 08:08:57,CMP_101,Summer Apparel,OLV,impression,0.0106,0.0
EVT_779869,2026-07-30 00:18:09,CMP_102,Tech Gadgets Launch,CTV,impression,0.0034,0.0
EVT_541370,2026-07-30 23:51:45,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
